title,comment,recommend
قیمت مناسب و کارایی متوسط,"نسبت به قیمتش خیلی خوبه ...
موقع طناب زدن کمی گیر و واگیر داره...
ولی اصلن به هم پیچیده نمیشه...",recommended
مناسب بزرگسالان,در کل بهترین گزینه برای بزرگسالان و سن بالاها,recommended
خوبه,"من رنگ سرمه ای رو خریدم 
به نظرم خیلی خوب و عالیه 
وصل کردنشم خیل راحت بود
100 درصد از گلش های موجود تو بازار که کامل نیست بیشتر می ارزه هم قیمت و هم کیفیت",recommended
محصول خوب ایرانی,سه روز پیش خریدم، یک بار ازش استفاده کردم و در این استفاده خیلی سریع و خوب و پر قدرت عمل کرد. در صورتی که به گوشت کوب برقی نیاز دارید، خرید این محصول را پیشنهاد میکنم.,recommended
بسیار بی کیفیت,در مقایسه با نمونه نسکافه تولید نستله داخلی بسیار بی کیفیت عملا و عطر و طعمی ندارد,not_recommended
ضربه گیر نیست عوضش,این محافظ صفحه  فقط خدش گیر جزئی هست و حتی کمی هم ضربه گیر نیست.,not_recommended
ترازو دیجیتال,"سلام.
در یک جمله میشه گفت که این ترازو واقعا خیلی بیشتر از این قیمت ارزش داره، سنسورهای بسیار دقیق، شکیل، صفر اتومات، خاموشی خودکار، دارای دماسنج محیط، باطری سکه ای با طول عمر بسیار بالا. دارای دو واحد اندازه گیری وزن.",recommended
کاربردی در محیطهای خیلی کوچک,"دو تا خریدم
چسب پشتشون ضعیف بود و یکروزه کنده شد
پلاستیکش بدنه هم کیفیت عالی نداره
یکی از ال ای دی های یکی هم کار نمیکرد از اول",not_recommended
مناسب برای پیاده‌روی‌های طولانی,"سلام. من این کتانی ورزشی را شگفت‌انگیز خریدم. برای ساعاتی قیمتش تقریباً نصف شد و همان زمان اقدام کردم. بهترین خریدم از دیجی‌کالا به شمار می‌رود. برای پیاده‌روی‌های طولانی و دویدن‌ها به‌راستی عالی‌ست؛ مخصوصاً اینکه چون کفش تنفس طبیعی دارد هوا آشکارا در داخل کتانی جریان پیدا می‌کند.

تنها ضعفش این است که در سطوح خیش و مرطوب (مثل پیاده‌روها)، اصطکاکش با زمین کم می‌شود. مشکل ظاهر هم که جای خود. 

اگر در شگفت‌انگیز بود در خریدش تردید نکنید (من تقریباً نیم‌بها خریدم)، برای برادر و پدرم هم قصد خرید داشتم که زمان شگفت‌انگیزش به پایان رسید.",recommended
عالیه,خیلی خوبه دوستایی که میگید سنگش کار نمی کنه باید اول با تیزی خودش یکم بسابید روکش سیاهه چخماخو بعدا با همون چندبار بکشید روش اگه این کارو با چاقو انجام بدید بهتر عمل می کنه درضمن چخماخش درمیاد و راحت تر میشه استفاده کرد,recommended
آنتن مدل کوچک,وحشتناک ترین نوع آنتن قابلیت دریافت هیچ چیزی رو نداره,not_recommended
جنس و چاپِ بسیار ضعیف,کیفیت چاپ به شدت ضعیف هست. در این حد که حتی مشخص نیست چه طرحی روی تیشرت خورده. جنس خود تیشرت نایلونِ. من متاسفانه مجبور شدم مرجوع کنم تیشرت رو. امیدوارم دیجی کالا روی انتخاب فروشنده ها و شرکت های توزیع کننده ی کالاها بیشتر دقت کنه و کیفیت رو فدای کمیت نکنه.,not_recommended
زیبا بود,طراحی زیبا و سنگ دستبند با کیفیت از عکسش خوشگلتر,recommended
جنس ضعیف,به نسبت جنس ضعیفش قیمت بالایی داره,not_recommended
شورت فوق العاده راحت,خیلی راحته و وقتی تنت باشه انگار هیچی نپوشیدی,recommended
جعبه دندان مصنوعی,اصلا خوب نیست و بسیار افتضاح هست کیفیتش درشم اصلا بسته نمیشه و پلاستیکش نازکه,not_recommended
عطروادکلون جیبی,من ده عددازاین اسپری رایکجا خریداری کردم ولی متاسفانه کیفیت بسیار پایین کالای خریداری شده باعث ناراحتی شدیم شد کیفیت اینقدر پایین است که حتی پنج دقیقه بعد از استفاده از اسپری هیچکس متوجه بوی عطر نمی شود واقعا متاسفم حیف از نام دیجی کالا که روی این کالا بعنوان فروشنده درج شده,not_recommended
چوپیک,نمیتوان از همچین پیک چوبی برای نواختن استفاده کرد. این پیک دارای ضخامت بالا بوده و سیم ساز را تدریجا خراب میکند. زیباست و میتواند جنبه ی دکوری داشته باشد.,not_recommended
بی کیفت بودن,ظاهری بسیار معمولی کیفیت پایین و درست قرار نگرفتن در قسمت دکمه صداها,not_recommended
خوب بود بوی خوبی داشت,اگر میخواهید در طول روز چند بار استفاده کنید خوبه قیمتش هم مناسبه,recommended
مشخصات اشتباه,"مشخصات درج شده کاملا اشتباهه
ضخامتش ۰.۳۳ میلی متره
حاشیه اش برش مناسبی نداره و کاملا مشخصه
بر خلاف توضیحات جاذب اثر انگشته",not_recommended
بزرگترین اشتباه من,"بدترین خریدم بوده، روش نوشته کلاس 10 ولی وقتی میگذاری داخل گوشیت، بلافاصله پیغام میده که کلاس 10 نیست، راه ب راه گوشی ری استارت میشه و برمیگرده ب ذخیره ساز داخلی.
صد درصد اعصاب خورد کن و پول دور ریختنه.",not_recommended
پودر کلارو,به نسبت قیمت جالب نیست و خوب نمی شوید,not_recommended
تفلون کفش مشکل پیدا کرده,"دی ماه نود و شش خریدم الان بعد از 8 ماه تفلون کف قابلمه بلند شده
در صورتی که فقط از کفگیر چوبی یا پلاستیکی استفاده کردیم حتی از ماشین ظرفشویی هم استفاده نشده",not_recommended
در پیشنهاد شگفت انگیز عالیه,"غیر از ضعف رویه کفش ;
بسیار بادوام و عالی هستش",recommended
اصن به ۱۰ دقیثه هم نکشید که سوخت,من این کالا رو از دیجی کالا گرفتم به ۱۰ دقیقه نکشیده سوخت,not_recommended
کیبردهای عالی مایکروسافت,"کیبرد برای تایپ عالیه و ارگونومی خوبی داره و ماوس برای کسانی که ماوس بزرگ و سنگین می‌پسندند(گیمرها یا افرادی که دست بزرگ دارند و...) عالیه.
اسکرول ویلش یک‌مقدار صدا میده و سرعت متوسط و مقبولی داره.
سفارش روسیه یا یکی دیگر از کشورهای شرق اروپا هست و حروف فارسی طبعا بعد بهش اضافه شده.
دکمه‌های بالای کیبرد شاید کمی بددست طراحی شده باشه و فشردنشون کمی سخته.
زیر ماوس یک جای خالی هست که به نظر برای خاموش کردن ماوس و عدم استفاده از باتریه که من چیزی برای قرار دادن داخلش در باکس ندیدم و البته هنوز منوالش رو نخوندم.",recommended
